i,코드,기업명,내용,
10013,VLY,밸리 내셔널 뱅코프,밸리 내셔널 뱅코프Valley National Bancorp밸리 내셔널 뱅코프는 은행 지주 회사이자 금융 지주 회사다. 주요 자회사로는 Valley National Bank(이하 은행)가 있다.이 은행은 다양한 상업 소매 보험 및 자산 관리 금융 서비스 상품을 통해 전국 및 지역 은행 솔루션 제품군을 제공한다.고객의 금융 서비스 요구를 지원하기 위해 개인화된 서비스와 맞춤형 솔루션을 제공한다.이 회사의 솔루션에는 전통적인 소비자 및 상업용 예금 및 대출 상품 상업용 부동산 금융 중소기업 대출 장비 금융 보험 및 자산 관리 금융 서비스 상품 현금 관리 솔루션 주택 담보 대출 주택 담보 대출 자동차 금융과 같은 개인 금융 솔루션이 포함되나 이에 국한되지 않는다.또한 주택 소유자 협회를 위한 대출 및 예금 상품 보험료 금융 대마초 관련 비즈니스 뱅킹 등 틈새 금융 서비스도 제공한다.
10014,VLYPO,밸리 내셔널 뱅코프 우선주 시리즈 B 5.50%,밸리 내셔널 뱅코프 우선주 시리즈 B 5.50%Valley National 5.50% Fixed to Floating Rate Non Cum Perp Pref Shs Series B밸리 내셔널 뱅코프는 은행 지주 회사이자 금융 지주 회사다. 주요 자회사로는 Valley National Bank(이하 은행)가 있다.이 은행은 다양한 상업 소매 보험 및 자산 관리 금융 서비스 상품을 통해 전국 및 지역 은행 솔루션 제품군을 제공한다.고객의 금융 서비스 요구를 지원하기 위해 개인화된 서비스와 맞춤형 솔루션을 제공한다.이 회사의 솔루션에는 전통적인 소비자 및 상업용 예금 및 대출 상품 상업용 부동산 금융 중소기업 대출 장비 금융 보험 및 자산 관리 금융 서비스 상품 현금 관리 솔루션 주택 담보 대출 주택 담보 대출 자동차 금융과 같은 개인 금융 솔루션이 포함되나 이에 국한되지 않는다.또한 주택 소유자 협회를 위한 대출 및 예금 상품 보험료 금융 대마초 관련 비즈니스 뱅킹 등 틈새 금융 서비스도 제공한다.
10015,VLYPP,밸리 내셔널 뱅코프 우선주 시리즈 A 6.25%,밸리 내셔널 뱅코프 우선주 시리즈 A 6.25%Valley National 6 25 Fixed to Floating Rate Non Cumulative Perpetual Pref Shs밸리 내셔널 뱅코프는 은행 지주 회사이자 금융 지주 회사다. 주요 자회사로는 Valley National Bank(이하 은행)가 있다.이 은행은 다양한 상업 소매 보험 및 자산 관리 금융 서비스 상품을 통해 전국 및 지역 은행 솔루션 제품군을 제공한다.고객의 금융 서비스 요구를 지원하기 위해 개인화된 서비스와 맞춤형 솔루션을 제공한다.이 회사의 솔루션에는 전통적인 소비자 및 상업용 예금 및 대출 상품 상업용 부동산 금융 중소기업 대출 장비 금융 보험 및 자산 관리 금융 서비스 상품 현금 관리 솔루션 주택 담보 대출 주택 담보 대출 자동차 금융과 같은 개인 금융 솔루션이 포함되나 이에 국한되지 않는다.또한 주택 소유자 협회를 위한 대출 및 예금 상품 보험료 금융 대마초 관련 비즈니스 뱅킹 등 틈새 금융 서비스도 제공한다.
10016,VMAR,비전 마린 테크놀로지스,비전 마린 테크놀로지스Vision Marine Technologies Inc비전 마린 테크놀로지스는 전기구동시스템 및 관련 기술을 설계/제조하는 회사이다.이 회사는 변속기 전기 모터와 제어 소프트웨어 사이의 배터리 팩 인버터 모터 유니언 어셈블리를 결합한 완전 전기구동시스템 시스템을 개발했다.이 회사는 네가지 모터보트 모델을 제조한다. 각 보트에 대해 소비자는 색상 라디오 커버 기타 스토리지 옵션을 맞춤 선택 할 수 있다.이 회사는 모토보트를 소매 고객과 대여소 운영자에게 판매한다. 이 회사는 자사 웹사이트 또는 마리나 유통업체 전시장 네트워크를 통해 직접 고객과 거래한다.이 회사의 전기구동시스템의 생산은 배터리 팩 인버터 모터를 포함한 제3자 부품 조립으로 이루어진다.
10019,VMC,벌칸 머티리얼스,벌칸 머티리얼스Vulcan Materials Co벌칸 머티리얼스는 건설 골재 공급업체이자 아스팔트 믹스 및 레미콘 생산업체다.회사 부문에는 골재 아스팔트 콘크리트 및 칼슘이 포함된다. 골재 부문은 쇄석 모래 및 자갈 모래 및 기타 골재 및 관련 제품 및 서비스와 같은 골재를 생산 및 판매한다.아스팔트 부문은 앨라배마 애리조나 캘리포니아 뉴멕시코 테네시 및 텍사스에서 아스팔트 믹스를 생산 및 판매하고 앨라배마 테네시 및 텍사스에서 아스팔트 건설 포장 서비스를 제공한다.콘크리트 부문은 캘리포니아 메릴랜드 오클라호마 텍사스 버지니아에서 레미콘을 생산 및 판매한다.칼슘 부문은 동물 사료 플라스틱 및 수처리 산업을 위한 칼슘 제품을 생산하는 플로리다 시설로 구성되어 있다.이 부문은 철도 선로 건설 및 유지보수를 위한 밸러스트로 사용되는 골재를 판매한다.이 회사의 제품은 도로 터널 교량 철도 학교 쇼핑 센터 등을 건설하는 데 사용된다.
10020,VMCA,밸류언스 머저 I,밸류언스 머저 IValuence Merger Corp I밸류언스 머저 I은 기업인수목적 회사이다. 이 회사는 합병 주식 교환 자산 취득 주식 매입 조직 개편 또는 하나 이상의 사업과 유사한 사업 결합을 수행할 목적으로 설립되었다.이 구체적인 사업결합 대상을 선정하지 않았으며 이와 관련한 실질적인 논의를 하지 않았다.이 회사는 의료 산업 또는 지속 가능 부문의 대상 비즈니스를 찾는 데 집중할 계획이다.이 회사는 사업을 영위하지 않으며 어떠한 수익도 창출하지 않는다.
10021,VMCAU,Valuence Merger I Units,Valuence Merger I UnitsValuence Merger I Units밸류언스 머저 I은 기업인수목적 회사이다. 이 회사는 합병 주식 교환 자산 취득 주식 매입 조직 개편 또는 하나 이상의 사업과 유사한 사업 결합을 수행할 목적으로 설립되었다.이 구체적인 사업결합 대상을 선정하지 않았으며 이와 관련한 실질적인 논의를 하지 않았다.이 회사는 의료 산업 또는 지속 가능 부문의 대상 비즈니스를 찾는 데 집중할 계획이다.이 회사는 사업을 영위하지 않으며 어떠한 수익도 창출하지 않는다.
10022,VMD,비메드 헬스케어,비메드 헬스케어Viemed Healthcare Inc비메드 헬스케어는 자회사를 통해 미국에서 가정용 내구 의료 장비(DME) 및 급성 호흡기 건강 관리 서비스를 제공하는 업체이다.이 회사는 임상 실무자와 함께 가정 내 치료와 가정 내 환자에게 기술을 활용해 상담하는 데 주력하고 있다.이 회사의 제품 및 서비스에는 가정용 의료 장비 및 가정용 수면 테스트가 포함된다.가정 의료 장비는 가정 환기 양방향 기도 양압(BiPAP) 및 지속적 기도 양압(CPAP) 장치 충격 조끼 및 기타 의료 장비를 포함한 호흡기 및 기타 가정 의료 장비를 제공하며 호흡기 질환 관리 신경근 관리 산소 요법 수면 무호흡증 등 다양한 서비스 프로그램역시 제공한다.가정용 수면 테스트는 기존 수면 실험실 테스트 환경의 대안인 가정 수면 무호흡 테스트 서비스를 제공한다.
10023,VMEO,비메오,비메오Vimeo Inc비메오 홀딩스는 비디오 공유 사이트를 운영하는 회사이다. 비메오 사이트를 통해 사용자는 동영상을 업로드 공유 시청 할 수 있다.또한 이 회사는 뉴스 스포츠 엔터테인먼트등의 콘텐츠를 검색 가능한 형식으로 온라인에서 제공할 수 있도록 지원한다.
10024,VMI,밸몬트 인더스트리스,밸몬트 인더스트리스Valmont Industries Inc밸몬트 인더스트리스는 기반 시설 개발과 농업 생산성을 지원하는 엔지니어링 제품 및 서비스를 설계하고 제조한다.이 회사는 농업과 인프라의 두 부문을 통해 운영된다. 인프라 부문은 유틸리티 재생 에너지 조명 운송 및 통신의 인프라 시장에 서비스를 제공하는 제품 및 솔루션의 제조 및 유통과 금속 제품을 보존하기 위한 코팅 서비스로 구성된다.농업 부문은 부품 및 관형 제품을 포함한 농업 시장용 센터 피벗 및 선형 관개 장비 제조와 정밀 농업을 위한 첨단 기술 솔루션으로 구성된다.이 회사는 22개국에 85개의 제조 시설이 있으며 6개 대륙에 걸쳐 약 100개국에 사업체가 있다.이 회사의 제품 및 솔루션에는 조명 운송 유틸리티 통신 관개 건축 광업 및 에너지가 포함된다.
10025,VMO,Invesco Municipal Opportunity Trust,Invesco Municipal Opportunity TrustInvesco Municipal Opportunity Trust인베스코 반캄펜 뮤니시펄 오퍼튜니티 트러스트는 분산된 폐쇄 형 경영 투자 신탁입니다.트러스트의 투자 목표는 보통 주주들에게 자본 보전과 일관되게 연방 소득세에서 면제되는 높은 수준의 현재 소득을 제공하는 것입니다.정상적인 시장 조건 하에서 트러스트는 투자 당시 순자산의 약 80 %를 시립 증권 등급의 투자 등급에 투자 할 것입니다.시립 증권에는 시립 채권 시립 지폐 시립 상업 용지 및 임대 의무가 포함됩니다.투자 시점에 등급이 매겨진 시립 증권에 주로 투자함으로써 투자 목표를 달성하려고합니다.또한 순자산의 약 20 %를 비 투자 등급 및 미 평가 증권에 투자 할 수 있습니다.Invesco Advisers Inc.는 투자 고문 역할을합니다.
10027,VMW,VM웨어,VM웨어VMware IncVM웨어는 정보 기술 (IT) 회사입니다. 당사는 x86 서버 기반 컴퓨팅을 통해 가상화 기술의 개발 및 응용 프로그램에 참여하여 기본 하드웨어와 응용 프로그램 소프트웨어를 분리합니다.당사는 다양한 제품을 제공하여 타 기관들이 SDDC (Software-Defined Data Center) 하이브리드 클라우드 컴퓨팅 사용자 컴퓨팅 (EUC)의 세 가지 제품 범주에서 시너지 효과를 활용하여 개인 클라우드 및 다중 클라우드 다중 장치 환경에서 IT 리소스를 관리 할 수 있도록 합니다.SDDC는 데이터 센터를 기본 하드웨어에서 필요한 서비스를 추상화 풀링 및 자동화하여 애플리케이션 요구 사항을 해결하는 주문형 서비스로 변환하고 현대화하도록 설계되었습니다.당사는 많은 스토리지 및 가용성 제품을 제공하여 vSphere 플랫폼에서 실행되는 모든 애플리케이션에 데이터 스토리지 및 보호 옵션을 제공합니다.
10029,VNCE,빈스 홀딩,빈스 홀딩Vince Holding Corp빈스 홀딩은 의류 및 액세서리 브랜드를 운영하는 글로벌 컨템포러리 회사이다.이 회사는 Vince Wholesale Vince Direct-to-Consumer Rebecca Taylor and Parker의 세 부분으로 운영된다.Vince Wholesale 부문은 Vince 브랜드 제품을 미국의 백화점 및 전문점과 일부 국제 시장에 유통하는 운영으로 구성된다.Vince Direct-to-consumer 부문은 Vince 브랜드 정가 전문 소매점 및 아울렛 매장 전자상거래 플랫폼 및 가입 사업인 Vince Unfold를 통해 Vince 브랜드 제품을 소비자에게 직접 배포하는 운영으로 구성된다.Rebecca Taylor 및 Parker 부문은 Rebecca Taylor 및 Parker 브랜드 제품을 미국의 백화점 및 전문점에 유통한다.이 부문은 자체 브랜드 전자상거래 플랫폼 Rebecca Taylor 소매점 및 아울렛 매장을 통해 소비자에게 직접 유통하는 운영으로 구성된다.
10030,VNDA,반다 파마슈티컬스,반다 파마슈티컬스Vanda Pharmaceuticals Inc반다 파마슈티컬스는 충족되지 않은 높은 의료 요구 사항을 해결하고 환자의 삶을 개선하기 위한 치료법의 개발 및 상용화에 주력하는 글로벌 바이오 제약 회사이다.이 회사의 상업용 포트폴리오는 HETLIOZ와 야간 수면 장애 정신분열증 치료용 Fanapt의 두 가지 제품으로 구성된다.또한 이 회사는 시차 장애 지연된 수면 단계 장애(DSPD) 자폐 스펙트럼 장애의 증상 및 소아용 Non-24의 치료를 위한 HETLIOZ(타시멜테온) 양극성 장애 및 파킨슨병의 치료를 위한 Fanapt(일로페리돈) 정신분열증의 치료를 위한 장기 작용 주사 제형 위마비 멀미 아토피 피부염 코로나-19 폐렴의 치료를 위한 트래디피탄트(VLY-686) 혈액 악성 종양의 치료를 위한 VTR-297 여러 종양 적응증의 치료제로 잠재적으로 사용되는 VTR-297를 개발중이다.
10031,VNET,브이넷 ADR,브이넷 ADRVNET Group Inc ADR21비아넷 그룹은 통신 회사 중립 인터넷 데이터 센터 서비스 공급업체입니다.당사는 고객의 서버 및 네트워킹 장비를 호스팅하고 상호 연결성을 제공합니다.또한 NAT은 고객이 데이터 전송 네트워크 및 스마트 라우팅 기술을 통해 인터넷을 통해 데이터를 전송할 수 있도록 관리형 네트워크 서비스를 제공합니다.당사는 CDN(콘텐츠 제공 네트워크) 서비스 VPN(가상 사설망) 서비스 및 마지막 마일 유선 광대역 서비스와 같은 부가 가치 서비스를 제공합니다.퍼블릭 클라우드 서비스 프라이빗 클라우드 및 하이브리드 서비스를 제공합니다.또한 당사는 컨테이너 기반 데이터 센터 서비스도 제공합니다. 당사의 서비스 제품에는 호스팅 및 관련 서비스 및 관리 네트워크 서비스가 포함됩니다.당사는 데이터 센터에 서버 및 네트워킹 장비를 수용하고 데이터 전송 네트워크를 통해 연결하기 위한 호스팅 및 관련 서비스를 제공하며 기타 호스팅 관련 부가 서비스를 제공합니다.
10035,VNO,보나도 리얼티 트러스트,보나도 리얼티 트러스트Vornado Realty Trust보나도 리얼티 트러스트은 부동산 투자 신탁이다. 이 회사는 Vornado Realty L.P(운영 파트너십)를 통해 업무를 수행하며 재산에 대한 지분을 보유하고있다.이 회사는 뉴욕 메트로폴리탄 지역에 집중된 사무실과 소매 부동산을 소유하고 운영한다.이 회사는 뉴욕과 기타 부문을 통해 운영된다. 이 회사는 뉴욕 대도시 지역에 6개의 부동산을 소유하고 있는 알렉산더 사의 지분과 기타 부동산 및 관련 투자에 대한 지분을 32.4% 이상 보유하고 있다.뉴욕 부문은 73개의 부동산에 약 2730만 평방피트로 구성되어 있으며 맨해튼 사무실의 2060만 평방피트와 맨해튼 거리의 소매 부동산의 270만 평방피트로 구성되어 있다.기타 부문은 시카고 theMART의 약 370만 평방 피트와 샌프란시스코의 금융 지구에 있는 3개 복합 건물인 555 California Street에 대한 70%의 지분으로 구성되어 있다.
10036,VNO PR L,보나도 리얼티 트러스트 우선주 시리즈 L 5.40%,보나도 리얼티 트러스트 우선주 시리즈 L 5.40%Vornado Realty 5.40% Cumulative Redeemable Pref Shs Series L보나도 리얼티 트러스트은 부동산 투자 신탁이다. 이 회사는 Vornado Realty L.P(운영 파트너십)를 통해 업무를 수행하며 재산에 대한 지분을 보유하고있다.이 회사는 뉴욕 메트로폴리탄 지역에 집중된 사무실과 소매 부동산을 소유하고 운영한다.이 회사는 뉴욕과 기타 부문을 통해 운영된다. 이 회사는 뉴욕 대도시 지역에 6개의 부동산을 소유하고 있는 알렉산더 사의 지분과 기타 부동산 및 관련 투자에 대한 지분을 32.4% 이상 보유하고 있다.뉴욕 부문은 73개의 부동산에 약 2730만 평방피트로 구성되어 있으며 맨해튼 사무실의 2060만 평방피트와 맨해튼 거리의 소매 부동산의 270만 평방피트로 구성되어 있다.기타 부문은 시카고 theMART의 약 370만 평방 피트와 샌프란시스코의 금융 지구에 있는 3개 복합 건물인 555 California Street에 대한 70%의 지분으로 구성되어 있다.
10037,VNO PR M,보나도 리얼티 트러스트 우선주 시리즈 M 5.25%,보나도 리얼티 트러스트 우선주 시리즈 M 5.25%Vornado Rlty Cumulative Redeemable Pref Shs Series M보나도 리얼티 트러스트은 부동산 투자 신탁이다. 이 회사는 Vornado Realty L.P(운영 파트너십)를 통해 업무를 수행하며 재산에 대한 지분을 보유하고있다.이 회사는 뉴욕 메트로폴리탄 지역에 집중된 사무실과 소매 부동산을 소유하고 운영한다.이 회사는 뉴욕과 기타 부문을 통해 운영된다. 이 회사는 뉴욕 대도시 지역에 6개의 부동산을 소유하고 있는 알렉산더 사의 지분과 기타 부동산 및 관련 투자에 대한 지분을 32.4% 이상 보유하고 있다.뉴욕 부문은 73개의 부동산에 약 2730만 평방피트로 구성되어 있으며 맨해튼 사무실의 2060만 평방피트와 맨해튼 거리의 소매 부동산의 270만 평방피트로 구성되어 있다.기타 부문은 시카고 theMART의 약 370만 평방 피트와 샌프란시스코의 금융 지구에 있는 3개 복합 건물인 555 California Street에 대한 70%의 지분으로 구성되어 있다.
10038,VNO PR N,보나도 리얼티 트러스트 우선주 시리즈 N 5.25%,보나도 리얼티 트러스트 우선주 시리즈 N 5.25%Vornado Rlty 5.25 Cumulative Redeemable Pref Shs Series N보나도 리얼티 트러스트은 부동산 투자 신탁이다. 이 회사는 Vornado Realty L.P(운영 파트너십)를 통해 업무를 수행하며 재산에 대한 지분을 보유하고있다.이 회사는 뉴욕 메트로폴리탄 지역에 집중된 사무실과 소매 부동산을 소유하고 운영한다.이 회사는 뉴욕과 기타 부문을 통해 운영된다. 이 회사는 뉴욕 대도시 지역에 6개의 부동산을 소유하고 있는 알렉산더 사의 지분과 기타 부동산 및 관련 투자에 대한 지분을 32.4% 이상 보유하고 있다.뉴욕 부문은 73개의 부동산에 약 2730만 평방피트로 구성되어 있으며 맨해튼 사무실의 2060만 평방피트와 맨해튼 거리의 소매 부동산의 270만 평방피트로 구성되어 있다.기타 부문은 시카고 theMART의 약 370만 평방 피트와 샌프란시스코의 금융 지구에 있는 3개 복합 건물인 555 California Street에 대한 70%의 지분으로 구성되어 있다.
10039,VNO PR O,보나도 리얼티 트러스트 우선주 시리즈 O 4.45%,보나도 리얼티 트러스트 우선주 시리즈 O 4.45%Vornado Realty 4 45 Cumulative Redeemable Pref Shs Series O보나도 리얼티 트러스트은 부동산 투자 신탁이다. 이 회사는 Vornado Realty L.P(운영 파트너십)를 통해 업무를 수행하며 재산에 대한 지분을 보유하고있다.이 회사는 뉴욕 메트로폴리탄 지역에 집중된 사무실과 소매 부동산을 소유하고 운영한다.이 회사는 뉴욕과 기타 부문을 통해 운영된다. 이 회사는 뉴욕 대도시 지역에 6개의 부동산을 소유하고 있는 알렉산더 사의 지분과 기타 부동산 및 관련 투자에 대한 지분을 32.4% 이상 보유하고 있다.뉴욕 부문은 73개의 부동산에 약 2730만 평방피트로 구성되어 있으며 맨해튼 사무실의 2060만 평방피트와 맨해튼 거리의 소매 부동산의 270만 평방피트로 구성되어 있다.기타 부문은 시카고 theMART의 약 370만 평방 피트와 샌프란시스코의 금융 지구에 있는 3개 복합 건물인 555 California Street에 대한 70%의 지분으로 구성되어 있다.
